,Time (Hours),DUT_0,DUT_1,DUT_2,DUT_3,DUT_4,DUT_5,DUT_6,DUT_7,DUT_8,DUT_9,DUT_10,DUT_11
13,26.0,198.26244713692574,199.22499245496815,201.76661243559317,192.90878521080504,202.34610766653122,194.7452679685144,202.97714603643908,198.0309685579722,199.41325679102437,198.79412544797754,200.54514913479676,199.944445502177
14,28.0,197.5211815336081,199.40828748996412,202.5476602095358,192.61043150028328,202.7213609663983,193.84263947518127,202.2098445799483,198.75203878804322,199.5096733118168,198.63649359165586,200.22647102197024,199.73478684701223
15,30.0,198.34098392360428,199.0507452331203,202.19742559393993,191.83905963465395,202.3057972147601,195.52437364281747,201.93274840625872,198.4145688978877,199.60273942340882,198.7244678975118,200.67725613211988,199.73847392998633
16,32.0,197.96648747213322,198.60246320909783,202.1255332924322,192.6349788669176,202.5289983155154,194.78440883295534,201.54781054648308,199.03823075122006,199.08611936368666,198.53269590176038,200.96172033471152,199.87312557023324
17,34.0,197.90468612386397,199.36502997943435,202.25167489256955,192.3361700452411,202.51272191693894,194.56550728262,202.33771354348062,198.60330260879056,199.68282367083773,198.20783394676766,200.16856747167282,199.79765159714398
18,36.0,198.3969162304616,198.53295566537167,202.0060963318123,190.98334885266442,202.75442149392856,194.86899580953303,201.9683809852886,197.7167496541278,199.15749447904594,198.48268338325158,200.61866519904999,199.83858651923154
19,38.0,197.80488802444626,199.31154089256273,202.45634258061602,192.04827931065492,202.70026766129706,193.8019555061165,202.304318497949,198.2762085786164,199.4708597979406,199.33011768094738,200.42114047443152,199.39728049253276
20,40.0,197.74173004257617,198.67442933044063,202.5670743355064,192.20430486617846,202.58202005201466,194.4494683672098,201.61478906164038,197.20352626578926,198.89224294850524,198.87072348534548,199.8477807705512,198.65852916611564
21,42.0,197.2113407778179,198.10959824747275,200.93195565343026,191.09339588971727,202.78519570244228,194.0661856505309,201.40695306885482,197.91579113985526,199.29943149718642,198.86831836534432,199.95189786106732,199.96297478776322
22,44.0,197.4794095444424,198.21902257515939,201.81468893147994,190.96798918999212,202.64221157476405,193.70107683200985,202.2899688500011,198.10839574598293,199.44218907494763,198.89568927781218,200.1339982568165,199.45968834495133
23,46.0,197.78994262544228,198.7615604668097,201.17259908287429,191.28548567237345,203.26658057708804,194.24998817042385,201.52104386206204,198.0683606878881,199.4686065915885,198.3433945806,200.2058495964987,199.0290582618778
24,48.0,197.04429293065496,198.20811065042824,201.39385246004906,191.63640891906616,203.0079988587134,193.99011753708993,201.0869155332907,197.98834854925298,198.76791105505572,198.9529100155929,199.69498095868153,198.85937978161482
25,50.0,197.51704135336317,198.45922313359742,200.87983739102486,190.6068991750153,202.858145703135,193.84089048660428,201.40063999631278,197.98037172340818,199.84393549054636,199.44403941316276,199.89418123833318,198.45813042717435
26,52.0,196.84517544031465,198.29026374155936,201.3885666936167,191.4579902096134,201.84611256609438,193.90697864010423,200.77353260796,197.47766338617623,199.37424683865405,198.3435325402771,199.93819413750592,199.37088298244052
27,54.0,196.5920745362633,198.29844659521473,201.54930233520585,191.17662433924613,202.63267216031508,193.5727104751301,200.98178729595307,197.97852094041468,199.74181914988262,198.71234250538114,199.55842739517195,198.98335014984403
28,56.0,197.43472034021647,198.44075078308413,200.93726125650727,191.1910793012467,202.5786406307484,194.17604507648554,201.3303898501936,198.31763983297645,199.28855097235441,198.61818437727936,200.37294313219437,198.44078099385064
29,58.0,197.06973018046037,197.95707881029082,201.38505812677832,191.13148022825052,202.48017425573133,193.4552040085648,200.933188587651,198.4501278811372,199.37626363571394,198.73888783514275,199.32551599145978,198.89170088991938
30,60.0,196.47438183754986,197.85880151486805,201.22893022398108,190.70908837843288,202.5976414517681,193.53733664361965,200.19510064756494,197.33659106718375,198.93339708466138,198.44746418843263,199.25997805591916,198.5576620037192
31,62.0,196.2455028222515,197.72463991722267,200.95078562884004,191.53756825359162,202.60088666742755,193.81520617026294,201.3948814167415,197.6324817959182,198.7613219053485,198.4532907656911,199.33149763697028,198.28598814289379
32,64.0,196.40141313378956,198.17175840384678,201.03922004840024,190.22433890210425,202.6438287879345,193.15565646586256,200.90529383350983,197.54361750024148,198.75059444175633,198.28111090069243,199.14754871232068,198.9251387625644
33,66.0,195.79440623188142,198.16191401603484,201.24175490346397,191.1011386536449,202.9167707115089,193.7386741499304,200.32177417325667,198.0992830513134,198.3127322765722,198.06915919309847,199.6167371873105,199.15102400951966
34,68.0,195.93144283339544,198.03765792275757,201.15898533641297,190.28115999041998,201.9104382017698,193.5621299426508,200.75717198404251,198.09682240566246,199.66445878095257,198.373239275943,200.03268085935287,197.93457858623086
35,70.0,195.3265336651839,197.9639529041866,202.04427050015227,190.9086741515393,202.35052272601308,193.91052435375633,200.94318632244176,197.67946109577832,198.56533861295483,199.42154509593578,199.27510669723137,198.72139850519395
36,72.0,196.19550192286056,198.17904598340934,200.76281507193977,190.96678265830815,201.90301207571235,193.5610917181512,201.0126663150401,197.7415775562538,198.87126854962256,198.84319405109477,199.4305604984141,198.3783680674295
37,74.0,196.21302107373808,197.75475971245942,201.930390408844,190.45928609570294,202.59839523608684,193.91932860112328,200.98613443971897,197.79273471346752,198.47537805529237,197.92143120365796,199.3703478637063,198.5162028801971
38,76.0,195.87366025622165,197.48177815739504,201.28757643079413,190.5218288144214,202.03672701488568,193.25209220768053,201.40733935112328,197.01009687680158,198.37409056897627,198.28384798514023,199.33501501042954,198.46642895090926
39,78.0,195.6481005758923,198.38925267156034,200.44258119748864,189.83668376469862,202.77973342694716,193.69274333101683,199.50287668880912,197.38374854840077,198.05313141696047,198.2355880497495,199.92250878858044,198.00158607152335
40,80.0,196.15033976640174,197.542945171744,201.06906640099987,189.9923617688594,202.26786235448256,192.6787150506022,200.40262062769446,197.82573009259505,198.3252239964703,199.0385631764654,198.36410509808968,198.33254469967227
41,82.0,196.1205922065573,198.31868087862557,200.8682763097356,189.6978018861578,203.20128562014128,193.04412088653353,200.28720274542056,197.28024192114907,198.50094597814456,198.90099582698448,199.50319255726123,197.51165463269774
42,84.0,195.48616080660898,197.27631515137736,200.56770683026028,190.56229689201115,201.94639533947267,192.9257961420939,200.13629322141333,197.33855192221316,199.08468955505725,198.73394313874118,199.03593283800757,197.93184820034622
43,86.0,196.14217573575044,197.3324262033829,201.13338639242,189.89759800701273,202.4435599416387,192.81997369234662,198.87473368089925,197.08710370039583,199.12010106589258,199.08096846395767,198.24479259814896,198.07018484420377
44,88.0,195.73981998721254,197.85865641292494,201.00810932374847,190.38159199979842,202.7644479538463,193.12384211097384,200.25472438042223,197.55971571391225,199.51566619139038,198.83023536175693,198.4293852547262,198.19092377853843
45,90.0,195.57838587391927,197.2811568999011,200.80697338135153,189.78299726278564,202.03128673023463,193.04263582403817,200.07645116009974,197.15044419963496,199.32588403504755,198.49463362812082,198.95185601901719,198.18121163958764
46,92.0,195.40135345672192,197.17836269122245,200.68082185178625,190.01528450951022,202.2732908722044,193.68490493849978,199.33824570486877,197.36143819302353,198.9348719359368,199.01851912529125,198.85028084989426,198.40157382125528
47,94.0,195.86360005296282,197.09910885548342,201.4608494922079,190.35947136278037,202.67210947868955,192.78691633883818,198.8156258870717,196.99360739041302,198.94043084459156,199.03885659087715,199.1996607307172,197.19774593731856
48,96.0,194.8316975796626,198.0943432355757,199.83441480457498,189.78306347088082,201.64697437526812,192.15086766007784,199.63004875770298,197.7832114276044,198.5492345485017,198.88530527630405,199.25903564584542,197.71848324425963
49,98.0,195.6256394435651,197.25220944406868,200.8810140323386,189.66558914141063,202.14750534407364,192.95799781238554,199.74562614679408,197.35454161091516,198.89130141253062,198.72131614750023,198.95012108534596,197.58367770399246
50,100.0,195.9029619219419,197.0487908857604,200.10522240468757,190.3659934945083,202.5806303134635,192.5675961638879,200.14806734443854,196.97529384072533,198.4869327793729,197.81489919989772,198.13291480158298,197.4113586751237
51,102.0,195.34591498227465,198.05962097624732,201.19711415618022,190.29119466370918,203.19292108607652,192.7867374796887,198.66127448956175,197.058681240203,198.7830833010323,197.6050002450317,198.44478299668594,196.80844166145172
52,104.0,195.83631561908652,197.55211350586,200.58493295856496,189.5913475654063,202.8684928568272,193.21100015223305,199.04112147320754,197.21829599880968,198.69888409027678,198.4349330722818,198.3081178222749,197.32212763308493
53,106.0,195.40788164056553,197.44956888469974,201.1463896335578,189.27427001965808,202.50639256783515,192.00112930691063,199.12505703995507,197.58834832451876,198.04874994426496,198.20314469930133,198.27375748750606,197.65676831172038
54,108.0,195.22461376216353,197.14629264379394,200.66060075040906,189.29640594449725,201.64787127611388,192.87825768271284,198.5559251834705,196.80738606755517,199.17480666342883,198.77456602008263,199.06910506158926,197.42820272829383
55,110.0,194.86786813227528,198.0561606652934,200.9161533175393,189.85214278807194,202.29320867897056,193.2254940143735,199.59044488148433,196.94111182860286,198.80772582763117,199.03336554196937,198.81456655064991,197.81521563082825
56,112.0,194.59834009695825,197.4641415306196,200.25390267648365,190.04077730933923,202.39765425034565,193.17474673939756,199.06084290483474,196.72947879207243,198.28440519121025,198.6471491069619,198.67885795300086,197.5253650640186
57,114.0,194.8093239448901,197.38436759575563,199.47396698028498,188.98725107943844,201.80540575530324,193.62869469840422,199.2193358905462,196.96556166741684,198.4022302903167,198.09225471011675,199.0043018751348,196.98987189837754
58,116.0,194.64033570900975,197.14356289057875,199.84544775473614,189.22519293800323,202.30318845902664,193.413097177442,199.24495031561398,197.1429067181849,197.83232992109558,198.86051430394335,197.10813475735588,197.12547596967784
59,118.0,195.16882233977813,197.49778854716607,201.0290489257786,189.3738248033329,202.0795318176716,193.16425691178415,198.7890685644274,197.32561636785388,198.96742002609486,197.76558531978807,198.0313571398545,196.80757208734695
60,120.0,194.46535478009778,197.0803726434764,200.702676673359,189.91900999124002,202.53603545470736,192.73429003322252,198.71708351800166,196.44064651111594,198.3194095219022,198.4332697891316,198.41246305139455,196.92861978643464
61,122.0,195.08097753454894,196.65793120972359,200.4114878445028,189.52443584194626,202.8554148141313,193.46283820556275,199.37720149408725,196.98024542986272,198.04397009839334,198.2042141349567,198.1424474482384,197.65883083488674
62,124.0,194.11434331693204,197.48075388317957,200.79259465925915,189.75573089378761,202.19604463588453,192.72350832083077,198.41063986415833,197.74333946623454,198.28848210357808,198.08244516116827,198.50446562548336,197.95895642634846
63,126.0,195.3329368123,196.99204326570626,200.56220293878164,188.88569260180475,202.1601164851487,192.44945187366244,198.67495363458934,196.75271299188717,198.16780366337537,198.06067148525133,198.92449057325783,196.64328285804277
64,128.0,194.88174748869378,197.02957972755902,200.36308031467107,189.68196067817135,201.74968695267592,192.75577283411508,198.637843369177,196.53664104749242,198.67487917623316,198.2401694249851,198.1746621946066,197.50533353080655
65,130.0,195.16202794022828,196.50232806515749,199.68581270786618,189.14208536047786,202.72107593138608,192.99903580567135,199.39432929741275,196.2312303890111,198.033750922289,199.38449000465138,197.96026537994237,197.29779912830543
66,132.0,195.01823905625008,197.50081421291532,200.0377345251783,190.08725247903288,202.29477774646452,191.9906427736956,198.99292155950528,197.21448960517313,198.3049999590547,198.0845319427076,197.85710742080016,197.0531879999569
67,134.0,195.25605256038858,197.30923858575065,199.75278424212942,189.55648520280653,202.95525831515377,192.24850093923826,198.83312801989172,196.53674900208608,198.66685758784269,198.69540825450198,198.1009093573104,197.42403241553774
68,136.0,195.13609863053827,197.46495137949273,200.39612126349382,188.7955034488124,202.11909545186026,191.91323689061102,198.08083475828644,196.6018580854622,198.27017101980186,198.29456709457455,198.30854816863703,196.681283706193
69,138.0,194.8623342642537,197.22044906363087,200.47442060722815,189.70914407814644,202.91589527309256,192.1980940194927,198.72536981320104,196.56587178609269,198.8085264909542,198.38774099387814,197.93374523444703,197.35895249906005
70,140.0,194.36901947636872,197.23362097454748,200.08629493663264,188.808814813161,202.48091333686733,191.86210760983735,198.91515854379605,195.92697385109986,198.48217462933377,198.12507828014344,198.04115304937136,196.79972794241667
71,142.0,194.79470167721865,196.7307175005073,200.07203033193028,189.69195622807135,202.45107776960057,192.5895336464639,198.67842637298236,196.93911650609772,198.43640870371755,198.28971132224248,197.71447328494935,196.8548710368003
72,144.0,195.0325514321711,196.47119395025456,199.91706049021144,189.52595261921593,202.65785614443374,192.77184269292684,199.00710907561952,196.65476068807158,198.09849488262734,198.14732672740175,197.86192437137146,196.84803018666872
73,146.0,194.77598718346138,196.15945155218998,200.12008932641044,189.11544348238075,201.94594824571772,191.87488095457644,198.82890561665226,196.576784722919,197.80560754381557,198.8842577765306,197.9161493706722,197.11332486243396
74,148.0,194.31185108158826,197.1576138330599,199.49755274498494,189.18766250949088,202.84347834915363,192.77099836704897,198.25633636062202,195.93088102637873,199.06389570802398,199.04707835803927,198.0215758156624,197.19696095998373
75,150.0,194.3489513513395,196.75329399190682,200.3391793086118,188.74146703101056,202.67726816855478,192.1073333602577,199.0586910370874,196.60565334311792,197.9612737170036,198.67905994862363,197.6108594055912,196.6405403969586
76,152.0,194.13246776733274,197.43224821152097,200.30763980712106,189.10976573942543,202.9505063519776,191.39273742856847,198.41806236942347,196.3844105526778,197.77404748408716,198.40028280480493,197.77811318975415,197.42326200686477
77,154.0,194.15932252375077,196.55336474399132,200.0417794192626,188.7440578600037,201.81515837615595,192.12672262339348,197.44330688018516,196.71522740555736,197.8145867814185,198.16834040447546,197.8799669992392,196.99434640782596
78,156.0,193.83096394581736,196.82113020575343,200.07141541579523,189.47967435882822,202.00178827412253,192.57095509136926,198.84007056251727,196.63218980485453,197.51144373618567,198.42591149925045,198.1014385296366,196.38875012834183
79,158.0,194.1238685295209,196.93903461735582,200.73758557317203,189.4665409395361,202.15518582287973,192.24376210643183,198.3178997044242,197.19034542043897,198.968393140609,198.135968347951,198.29005601015598,196.98759247547278
80,160.0,194.73372022587512,197.2886296168614,199.94169468126643,189.24316288186395,202.6079575403039,192.37846668757103,197.89626548608408,196.04405509647137,198.5694054339548,198.51814481596804,198.1482461273192,197.52781446438092
81,162.0,194.08290695736932,198.29445379903623,199.68048832813977,188.8393173957379,202.0049251660369,191.7086629467828,197.53641479444087,197.08373464526565,197.65257559456393,198.22122958171144,198.16405038528973,196.4372090751814
82,164.0,193.2676046700781,196.94232105878606,200.50087260341718,188.9628794998291,201.9885763603861,191.442090797583,198.83931870603806,195.97924894223644,198.5489711876917,198.2565456727472,197.74974314144578,197.06641524304885
83,166.0,194.05676564208278,196.85953959947693,199.59169723551616,188.6788226294526,202.33913865394942,191.85335759384068,197.6860042861323,195.67940383807033,198.39819130318847,198.5791234836193,197.56765389877293,196.78510638283535
84,168.0,194.13097030042096,196.91172060431094,199.65157946590696,189.06143604991578,202.6623132811759,192.47119550433,197.78038300722878,196.45749372469288,197.9988955275694,197.64430689155057,197.77883765957284,196.3913313853634
85,170.0,193.9749754758717,196.7309692662204,199.62881089646453,189.1522856008438,201.7790513330909,192.57608897100584,197.64236661032098,196.59266477982115,198.4339389072283,198.7788612527019,198.25339118376957,196.53529862345786
86,172.0,193.42026271105618,196.70886084239146,200.08889443833533,189.19809396996635,201.81191706260128,192.10028194813071,198.25536416454102,197.03586815904941,197.6809231248048,198.6377288811868,197.55142830325838,196.19892189758284
87,174.0,193.46915410213293,197.0460281895521,199.84728246632696,189.02229566931982,201.66517494920572,192.1112315296418,198.01983459696197,195.85098786454216,199.04624082632597,198.6057858951123,197.64847218573286,196.84491146730917
88,176.0,194.15295318674032,196.92550707385803,199.4074986323085,188.66208384974618,202.58181065794153,191.8190641716008,197.15299440058283,196.97938516284978,198.800985782401,198.26388409443135,197.46482909852128,196.36436172750535
89,178.0,193.81091852013293,197.03672232157413,199.69159767373833,188.9639617783579,202.8081633284944,191.88775212654488,197.6248447103562,196.32925176202843,198.55180194185493,197.6654386631254,196.83368582931575,196.08990661934473
90,180.0,194.24234103767327,195.88813621205054,199.79596252267763,188.51496435858112,202.18491130950437,192.38042072551013,197.77565127753843,196.97204892949645,198.25298597969956,198.1935576627355,197.58156150470776,196.632829583869
91,182.0,193.09085914561888,196.94930460859487,199.04298043446175,188.24719206123368,201.66457658596985,192.14127380879313,197.50318646124376,196.75704115130196,198.2183849762009,198.08006664661417,197.44343076787757,196.36560487743256
92,184.0,193.74471730983794,197.52888196663687,199.86871235029304,188.62697454302912,202.01819095290168,192.31528665089238,198.15130270335226,196.38603964234753,197.59035569486616,198.13046451889176,197.2400528965535,196.246559453984
93,186.0,194.3291995591703,196.43315097669992,200.1962175436907,189.179161010271,202.06795650231604,191.28473129194734,197.44405766680222,196.60863022170935,197.86717124139966,198.31992675104388,197.72909284007758,195.92407863943788
94,188.0,193.71442812216816,197.00243628186294,200.37824598675567,189.0798334396115,202.81417636910538,192.24954349210103,198.15905066130566,196.48335135816797,198.32256343079277,198.81295335333857,196.73573236416894,196.4493929423193
95,190.0,194.09956912403467,196.14051065909482,199.84407303098274,189.1715540032422,201.86038679881588,192.13596632748,198.1423737486345,196.88124439200266,197.64791220795988,197.87705512888022,197.71701935834574,196.76483227488364
96,192.0,193.33470108474648,196.50252717046212,199.44355275729288,188.55118607603944,202.399246326291,191.97159804497346,197.8009319268866,196.4392674476228,198.37653078540671,198.2186804366947,197.4503891639282,196.3217882489139
97,194.0,193.6962542130694,195.81630306617885,200.16498205392068,188.9898663045313,201.55146904159182,191.7430601287462,197.52768461355407,196.20187996529808,198.60228450113755,198.8524288132476,197.26247799992973,196.2098526409632
98,196.0,193.68137777881526,196.4948182264825,200.4925126002979,188.51056460578627,201.79110841933488,191.92155373977488,196.75551425147634,197.35823886042087,197.64628536387022,198.3385569166977,197.45870253497668,196.62447522110926
99,198.0,193.6074783699516,196.39506683088234,200.21343735425108,188.5930457480563,202.13659023611558,192.17057597920694,197.73347702544382,196.53989544783553,198.22389534805563,197.32315148763257,197.37352528309177,196.04314632575097
100,200.0,193.448798467045,196.69742337344655,199.9245769436856,188.0755723880413,202.4193511099226,191.47189092886197,198.0080667054422,195.72980545292202,198.68482191658123,198.1134705282969,197.90976205620257,196.95869817284859
101,202.0,193.53697963137512,196.9420936271016,199.55751958734646,188.8784889546502,202.6635331461399,191.69513877303316,197.5209148410043,195.95847456126978,198.75724529958117,198.1905824249446,197.4850549319284,196.25960159364962
102,204.0,193.56948402812193,196.62274182344376,200.5868883257464,188.7419262934039,202.49132957439738,191.4838816159302,198.0937649547602,195.94096797803303,198.49202606129634,198.6892740426783,196.8743586661609,196.8805030485601
103,206.0,193.75013682976984,196.95249853836788,199.44169109370128,188.36531217232695,202.7276646466035,191.82270663975348,197.190173439271,196.37486608177284,197.66226622158578,198.40016185859017,197.20211485569467,195.8341690937417
104,208.0,193.23538317037563,197.00837575081113,200.52236295694135,188.47026521610567,201.69745371830504,191.67273835266704,197.4716953532057,196.7759009706766,197.8055609015634,198.1380119938616,197.1873233973401,196.00491560357335
105,210.0,193.05488460067292,196.54990830272584,199.9800865119328,187.5032487551614,201.7167326615133,191.15329756844415,197.9095833048934,196.58207580373298,197.7300450898901,199.03753001137872,197.24323771021216,195.63676785588504
106,212.0,193.8234098168962,196.86099174146162,200.2189314252569,188.8351864141261,201.52915226311146,191.79706083587013,196.90196198901927,196.4836831828033,197.5320123689797,197.9170937760099,197.312888326825,196.56703641862143
107,214.0,193.90141270757582,195.49414986481838,199.8502732571108,188.4867583908957,201.98140993618853,191.3265684844434,197.42502132745227,195.96761492599381,198.5158587805451,197.88291462944827,197.25811469249183,196.06001512628802
108,216.0,193.8087982763215,196.92090061570667,200.2246791683408,188.41967073536705,202.44367451428445,191.36024262453756,197.53151360837828,195.62868950852337,198.50600996011738,199.17337269258502,197.54709809406066,197.10572013879212
109,218.0,193.1118642455561,196.46347651212616,199.34154475627676,188.47642308180144,201.9202870597803,191.30825891362994,197.37365915712437,196.16562755203446,197.768346670781,198.93010748279968,197.24565801151388,196.16632802545743
110,220.0,193.32583892820102,196.37833139843298,199.67748599166305,188.5821004649191,202.39689175520257,192.18305460674804,197.62411831812418,195.58516314697482,197.06201233985223,198.00110894527865,197.39193495684825,196.3310964576681
111,222.0,193.39353792080246,196.3051549953845,199.8310442481251,187.4394770239251,201.51238885213218,191.76247373256288,198.14590798907156,195.4948098216498,197.66264462296965,198.32813946542808,197.23107250695674,195.87126537207348
112,224.0,192.9434544706917,196.00239027188587,200.0278501099834,188.24489486835017,202.15251916823453,191.04349546112076,196.7441898702143,195.9892919037436,197.1283663094379,197.70674987592326,197.4569487957374,196.8649025969396
113,226.0,193.7844188709064,196.5791741526273,200.0014282563631,189.1976843511218,202.1631208084363,191.898235918181,197.1288367670673,195.89854536773615,197.695449834279,198.4352072451677,197.40834710054256,195.53837120259942
114,228.0,193.24998218384937,196.61620099657785,199.2572323723171,188.60422624904757,202.22311510796328,191.03720208506982,197.40540860135783,196.73551918780035,197.6960989874544,198.24241842241784,197.3378814790399,196.19962308787092
115,230.0,193.3312604500567,196.69475878783246,199.37967278042774,188.7120800806918,201.7247506105166,191.20781987426645,197.04441592397052,196.09469672754594,198.29437266245262,198.50463123515283,197.22325081638283,196.23924850519154
116,232.0,193.05431609362543,196.07118723585688,200.19211841641643,188.07832981262055,202.00888078882627,191.65900099111943,196.96084529278636,196.12638600387442,197.58809641502629,197.9180314627062,197.26943892815783,195.65774795373792
117,234.0,194.04166520766654,196.35841419857633,199.1854400890964,187.33067156933748,202.35253811825672,190.89117615238203,197.60653940853527,195.1885662535067,198.44623724659226,198.34218122742465,196.6186303572961,195.90088769155275
118,236.0,192.94635266761014,196.30718686425226,199.0982442992753,187.49751969773695,202.53013709400545,191.57377186653582,197.4967795850194,196.38520788755454,198.30352162971985,198.60986925043605,196.29533135353535,196.26330844665395
119,238.0,193.5179608369972,195.77319377386493,199.33393323020562,188.1462418987035,202.01960408942605,190.83298140861135,197.07550941558603,195.38303886362937,198.2730013393293,198.1342148386783,197.45480706297153,196.0284919337151
120,240.0,193.06699248637867,196.3597439260965,198.95496464521892,187.51385809300854,202.06491474571735,191.37321427857117,196.4509333606237,196.10228615977132,197.5978756672476,198.8266726267349,197.84047479555593,196.17451634103014
121,242.0,193.00376153851477,195.74785185264685,199.75787745781972,188.0705469568979,201.55809469934533,191.18850777127443,197.10892656209666,195.9578427785146,198.43624744937375,197.70769978153245,197.28389769827874,195.5428464086276
122,244.0,193.35566447185116,196.06011689910557,199.8994090519768,187.77314507463836,201.89815303014538,191.03725671475345,197.16771117035935,195.84343167373584,197.29477979210856,198.43775828318982,196.67507210398733,196.28731745418762
123,246.0,193.45908490094428,196.2214861482261,200.11170893684996,188.24406816128024,201.4633282453937,191.26061111468897,197.09508093294318,196.50639648784883,198.2905187689214,198.73828768897027,197.501580514395,196.30560187351546
124,248.0,192.61427410295033,195.66490430685516,199.758268803565,188.36943943849516,202.02821149566213,191.4540993216125,197.19902474242835,195.62471240936168,197.2347220872722,198.56869075883395,197.29850257783727,195.970108455844
125,250.0,193.8203193208704,194.62272589118336,198.98147472430733,187.98293509653007,202.17024397389005,190.77357311776046,197.39879398649353,195.9919042577144,197.82872468086896,198.35543660910278,196.2636349956853,195.6932219565489
126,252.0,192.68756314974303,195.9398202426034,199.50540056788282,187.8988397440305,202.33669570635143,191.14561393940158,196.91538987729493,195.7078938621447,197.91414530194547,198.0636476327905,196.28116921683963,196.20555224059683
127,254.0,193.08185832904206,196.07486497534492,199.7874751285557,187.84077254272916,201.4065853078765,191.38374674299862,197.33102919925255,196.17798599911487,197.54574766929576,197.73571489482012,197.00376280218345,195.80221821645847
128,256.0,192.54215068770563,196.09807374786888,199.9400719108355,187.8686472030947,202.41978633426365,191.16194902234795,198.025992197911,195.68415766573503,198.1755729340768,198.86753013227448,197.07625240677754,196.0635474132724
129,258.0,193.33633661877508,195.89295612233695,199.81609456997307,187.91464915233237,201.74511618764814,190.79678958488938,196.39828108234713,195.68297684170693,197.89899458132464,198.25781463151867,198.03991518989147,195.33357158570044
130,260.0,193.3596682767191,195.36578997590766,199.95152072828438,187.31497717158362,202.15229465261618,190.81479294661315,197.62623150915064,195.56379194626643,197.83155263823627,198.1343436150283,196.71946507668557,196.08854518060593
131,262.0,192.90784535108654,195.88957566633977,199.15809459860637,187.6263616659637,201.8304391934191,191.17566593178776,196.64075720458544,196.11819989830707,197.87085272662452,198.15080061555253,196.9935191065387,196.21868562996045
132,264.0,192.51331659876027,196.0442417910486,199.26868298343777,187.98097438999085,201.98323038473723,191.3448413756886,197.54203815214214,195.63954908085503,197.69821937286798,197.18478104161352,196.56302133218878,195.61607949553277
133,266.0,193.06251120732477,196.30371285844154,198.72944928375438,188.33929173029648,201.69249246756553,191.64091393423416,197.09078575273986,195.28175169489768,197.95886648161513,198.11207980255168,197.03302615237374,195.6551001568791
134,268.0,193.12131072530758,196.5347282609331,199.15052353101106,188.81491889157036,201.13343935305238,190.8703486475734,195.89692171690888,195.71427772376052,197.24323412177708,197.66853482429374,196.3838211472752,195.43777432599427
135,270.0,192.2677331216981,195.64210236318965,199.79208880857362,187.68805544704446,201.68627457874686,190.33935609541814,196.37691822909034,195.6470238766068,198.18953533705636,198.02338770754307,196.33615863098726,194.92538343009483
