,Time (Hours),DUT_0,DUT_1,DUT_2,DUT_3,DUT_4,DUT_5,DUT_6,DUT_7,DUT_8,DUT_9,DUT_10,DUT_11
36,72.0,196.1856051503589,201.40431406519443,195.3363168836557,195.68062796852934,202.29223183058153,198.86376457444393,192.41717726173593,204.10916719946326,192.83123091775855,199.4541762292014,198.1113454795774,200.56869295242967
37,74.0,196.19330170184728,201.27878417343868,195.18059972932926,195.6054833657916,202.26637932952622,198.86638955193328,192.29683655768912,204.07613244624554,192.84993082264947,199.50926077446817,198.1655773457703,200.55104031980218
38,76.0,196.26115656966473,201.2437924223484,195.2583114162856,195.69883847846563,202.1690917727757,198.77772254567907,192.26485190827535,204.05502121217518,192.67362257748545,199.38615418527237,198.17694974218102,200.5604970613226
39,78.0,196.0326832169143,201.2749368763121,195.18980137514174,195.6394634330964,202.29208073124576,198.73702741927352,192.23245239620715,204.12950530623394,192.71019541477804,199.3355443966208,198.10936105341568,200.51069441722697
40,80.0,195.96658774371653,201.30459972556895,195.1590925720591,195.6495505890094,202.18848309678404,198.50576690667387,192.18189031578694,204.06502881000614,192.67767295946308,199.3329928830235,198.04591180354768,200.379157535684
41,82.0,195.99128623343415,201.19679174855844,195.11600942569683,195.5787499141249,202.19112336748884,198.65642373019122,192.21451986886643,204.15452510175973,192.64172230093362,199.32085014392632,198.07700558447883,200.53945000084767
42,84.0,195.97356552769384,201.19590205190804,195.1574363813311,194.3553724452426,202.10217392711297,198.41621817871254,192.04661742776307,204.0934886955425,192.58277499614942,199.25422996104942,197.97072004785477,200.37974394689624
43,86.0,195.95851416083832,201.16546027028568,195.12791678071392,194.38325475400845,202.1065712941556,198.33940575365165,192.0715394895128,204.11213553151867,192.64922040216152,199.31135544374334,197.98607695467942,200.3400106544074
44,88.0,195.89281327544415,201.13079903171078,195.09495991436847,194.25422805919408,202.08950367269003,198.28970868143992,192.03627802382567,204.00759287137475,192.5845864220065,199.36520486835326,197.91021634419408,200.2886034015136
45,90.0,195.9008111949335,201.12044021268557,195.03004117558766,194.39206207548654,202.12859025805426,198.248123869253,191.91505276802226,204.01528200790392,192.5623273439338,199.31497622424283,197.90614413363085,200.32254371949884
46,92.0,195.88687706185624,201.1617225646249,194.9013446411457,194.21451304330338,202.1959588525527,198.2081885754081,191.8388431860535,204.11575346476207,192.5604710580132,199.26849837914423,197.7757353286498,200.3020196856294
47,94.0,195.80007958871636,201.01087203685518,195.04912306360694,194.22909334523862,202.09252287965933,198.18381246530976,191.85275832579154,204.11619994962794,192.52358489616816,199.27706911061478,197.73622043058884,200.37200699572
48,96.0,195.82812701302205,200.97450777816348,194.99681927476837,194.21583682455994,202.05472976132504,198.15165566285248,191.698962171999,203.9992610824815,192.53632377338442,199.30322997521392,197.8385897706518,200.29986600176173
49,98.0,195.77997368343756,201.06899536921733,194.90706335225332,194.22224613843116,202.0258631690641,198.00448354648083,191.76651909891504,204.09952098154227,192.44073064068252,199.24329674625085,197.85729013309438,200.19819922194844
50,100.0,195.6557909724203,201.02671014040277,194.92494900925163,194.0837307756453,202.0986987576144,197.9406316335644,191.70343391269301,204.07868441154346,192.45536405875532,199.29648004457061,197.84842513313347,200.32627098645284
51,102.0,195.667791505285,200.95779352331283,194.9174106009284,194.20856705908432,202.090641112622,197.86592412739736,191.59122735231034,204.03656648326253,192.53810467048507,199.2401033080998,197.71424633787058,200.27677015071907
52,104.0,195.62878213457273,200.8332007214447,194.87285327343207,194.16752016706934,202.05888567155594,197.873957727391,191.52169798220763,203.95754051221198,192.48072735235857,199.15275648793835,197.67780241279925,200.1384604071839
53,106.0,195.6113598164235,200.9562315156933,194.81877313026496,194.11649067549777,202.0463083000734,197.83611171011245,191.5436689227321,204.0147974978511,192.4265113152463,199.17359828095096,197.68740293582613,200.27092084689028
54,108.0,195.63943575666983,200.89464917097644,194.86009795461126,194.1611967751787,202.09896123618358,197.6515334320104,191.50700891703315,204.05785198932352,192.41749993184453,199.14089980546782,197.71748750038861,200.157375849185
55,110.0,195.52293181830316,200.79241384160719,194.8370406364036,194.10033196949865,202.1518848580774,197.68658018618618,191.48047149385465,204.10188689885558,192.33910195247927,199.279889414269,197.65461056348676,200.04527746776796
56,112.0,195.4474148834956,200.91102032750297,194.75438692628157,194.1299379087065,202.02116207282893,197.68690022741308,191.34120201815765,204.00327484118156,192.42429950877954,199.15368326945463,197.57502059320583,200.14477606874883
57,114.0,195.4172982524866,200.91415754436366,194.79129249990086,193.96221790697675,202.02876118991207,197.5257970649268,191.49367959257364,203.93587287632243,192.3757903670067,199.0961560127162,197.54763721595577,199.98849840760926
58,116.0,195.4471779713899,200.9087674028673,194.76651581292288,194.10835011306892,201.9379650700252,197.52067259881878,191.36816500971238,203.99365982173964,192.2700487917158,199.04211091808256,197.57474466721294,199.96529650800457
59,118.0,195.42632193593496,200.78933382354356,194.83164152933765,194.00091146544196,202.02291049714154,197.477335602793,191.3834952204894,203.8760085710049,191.5284773280592,199.09443467640773,197.57418180147013,200.07187260082455
60,120.0,195.3514786741232,200.71747871963294,194.67755281307717,194.00411222988086,202.02421907939097,197.5178733633579,191.33710658359757,203.77951476349554,191.53678753382835,199.14277528278677,197.5350216851584,199.90898893991934
61,122.0,195.30613997694903,201.0355224356685,194.7989130137463,193.9107548910858,201.97861370039985,197.41367113818225,191.139963059829,203.84922581741702,191.36186929365795,199.092774228062,197.44650443072558,200.0154714851432
62,124.0,195.2632164362623,200.94731998184835,194.7253151455626,193.94531162897442,201.9976567518492,197.35821200250086,191.2226399991427,203.85891662938835,191.46474669044707,199.25658173993665,197.49497577298416,199.8955913303628
63,126.0,195.27302462505932,200.86353604166442,194.6097197483536,193.9024024125139,202.0137013710222,197.25252786121817,191.18908988973766,203.7810137891164,191.38689142959214,199.03355962206354,197.49304561255713,199.96347021193847
64,128.0,195.27623317310312,200.79247269342133,194.6946777811682,193.77509532976515,202.0097773370515,197.2461842973387,191.16473702420404,203.81343141665675,191.41016021138174,199.01770191302666,197.42966642046667,200.00026940869697
65,130.0,195.1653745610886,200.78582186410978,194.57271059579475,193.9396367995182,201.97690623793554,197.23632095508367,191.04471195616708,203.7946043412061,191.3469048140816,199.2164863258327,197.49871634845243,199.8845739882311
66,132.0,195.20568973102084,200.87587090601357,194.65545527552075,193.8028867944718,202.06287199289855,197.18690219424553,191.12484584892,203.7861365836295,191.37017910583882,199.13783221377867,197.42256306501866,199.81488863050902
67,134.0,195.13560513307206,200.69027761241847,194.55277973972252,193.87975794201273,201.9458796845267,197.20349245997252,190.9930599858184,203.82811248793467,191.33364521043654,199.12242150802481,197.33436201665026,199.8743791547692
68,136.0,195.09364577224363,200.87552362823013,194.62147539820722,193.8222203031287,201.86004922133404,197.15956038611645,191.03972143347303,203.7948626956419,191.30591055416767,199.07081894989085,197.38596679494717,199.93291724451998
69,138.0,195.12390590101705,200.70483587802693,193.221023313226,193.89130456883473,201.9463563158349,197.09184219210502,191.04270989829533,203.7435071430307,191.38360455513975,199.07578784461643,197.352686555483,199.7185975862754
70,140.0,194.9705622884252,200.76287479057902,193.17933796955091,193.8239841990209,201.9738303905811,196.96945243751952,190.87598370464326,203.67681626226204,191.3179597861996,199.0842360490263,197.3480254609837,199.85446169588383
71,142.0,195.0014991356552,200.70526674175775,193.06036249027852,193.77930758706339,202.02377078566147,196.93239430256105,190.92734820252267,203.6928033568345,191.3465755162036,199.07674491120073,197.2599785133287,199.86897329953877
72,144.0,195.0163171525643,200.7776976839405,193.10315151079493,193.79544540248196,201.8914751100724,196.93495591261436,190.86053723565325,203.72091114610296,191.2706356977184,199.10478873951092,197.31902654183264,199.7595593311847
73,146.0,194.91897923809697,200.62383680177894,193.1706443334203,193.79196398351363,201.84190097579292,196.87822294949106,190.8242583297652,203.75401368960465,191.3063275262152,198.95804678251352,197.23361841295292,199.78075663881836
74,148.0,194.9672446294357,200.71296056492324,193.0728151574307,193.71790367213578,201.86912949081852,196.90490423620378,190.823963776754,203.67009173844127,191.16820479811048,199.06768934459694,197.14899425855052,199.792327659523
75,150.0,194.87620794294986,200.69112806642602,193.08700299259846,193.82657331406244,201.94242667838355,196.7954867195371,190.64462541507882,203.75707541335046,191.2165275399943,198.9602288863343,197.24325710245503,199.72079114232028
76,152.0,194.94917444597104,200.67202381947402,193.03805165924328,193.78452875924586,201.8729589423173,196.8743006953663,190.7582818065843,203.74274290184763,191.11236251904452,199.0372038289877,197.13858783021726,199.74320696993396
77,154.0,194.80482494824153,200.61432687439003,192.96285838281327,193.76070911139905,201.8657824706076,196.751057796185,190.6634587881029,203.74369554086346,191.15822309252422,197.78373901295117,197.19631104803608,199.68243370116556
78,156.0,194.85159506229172,200.59407583703913,193.0538708923207,193.66693575513415,201.8939908218459,196.75089200590256,190.61608040856396,203.7768533453607,191.2013640062933,197.70851830910965,197.2007017480738,199.63237115669892
79,158.0,194.7623843552835,200.5970694902589,192.95302021784863,193.70725550334586,201.90549197765702,196.66327770046055,190.6837957726034,203.655018329961,191.17015569218094,197.84814221147172,197.16739854927815,199.69037348242605
80,160.0,194.75687986299383,200.59405516163605,192.95901507317987,193.6428633510994,201.92056289468047,196.67117868420087,190.63712902264723,203.60778938465117,191.1243196082758,197.85421184685504,197.16493735625966,199.69489321911573
81,162.0,194.72983066574656,200.5723076353236,193.01582784845564,193.65968976965402,201.9212597970051,196.6519963692911,190.63121328317374,203.725147576425,191.1474282834774,197.83845138618932,197.03251030448286,199.56826468129452
82,164.0,194.64996789896426,200.551679104029,193.0514081105734,193.70965340509676,201.90891041394588,196.57866441950932,190.59682188745109,203.71174073614392,191.13963765280826,197.80101776800876,197.1397974424747,199.6180689352553
83,166.0,194.6277675209558,200.68631120133793,193.0029660109305,193.53102012514802,201.92252696079365,196.56755305836055,190.61806110473216,203.78143091452077,191.1812622705422,197.8171987235549,197.0972659112109,199.5803656278273
84,168.0,194.5105225027703,200.54628303588078,192.96197973156842,193.5814998105113,201.94020953442612,196.4840119686726,190.4548451398105,203.6620370032789,191.13964222080267,197.73788334987864,197.11749476731114,199.613739845398
85,170.0,194.53173968992016,200.57184408216096,192.9416100556731,193.60109881452007,201.84876856416176,196.52659376512415,190.4567851122966,203.65310601007926,191.15195056838985,197.79769403863094,197.06081342125742,199.585589030235
86,172.0,194.60174608084657,200.50500861641385,192.88683225075883,193.58391532076618,201.73426695397842,196.46814059832155,190.52222295664555,203.6342594403475,191.0672305101434,197.75663812139857,197.05653092406573,199.6058592542944
87,174.0,194.54517860641542,200.44176777192922,192.95366605328303,193.52786016276565,201.78730639143666,196.4604278355762,190.43141611013198,203.5925290438689,191.09254572761938,197.77864649028254,197.03178637737307,199.60659971130121
88,176.0,194.5426100683585,200.53020291873176,192.92907891789514,193.5115667655011,202.17096656124323,196.35630683144103,190.4100120656794,203.6383201840652,191.00193538024823,197.78837367176698,197.02973216556424,199.64043000438727
89,178.0,195.79341645942955,200.537511587907,192.88741861788023,193.69853590325565,202.16305409342434,196.40012209446243,190.347973289413,203.65177717413323,191.06072908363637,197.82345875427205,196.93302580890307,199.57180351804251
90,180.0,195.780987371163,200.47914351118843,192.75717620552186,193.58481342576061,202.23406941535725,196.28238288394445,190.43130814559848,203.64281887375344,191.1212630662629,197.76733157628485,196.9951385384638,199.54623313638353
91,182.0,195.7455970673918,200.3552066725646,192.89089422934478,193.5426397515602,202.16028202540804,196.41418940448352,190.445689179706,203.6630962883004,190.97265477092247,197.73606284028313,196.9798452181451,199.5414058859754
92,184.0,195.59856663236064,200.46362741530572,192.83895593315958,193.53916084465405,202.16061319666937,196.2133861871688,191.092842173485,203.62518551476072,190.9983772707288,197.75984099450613,197.01551947023106,199.56757702077695
93,186.0,195.61310601697892,200.4833626775791,192.7711008109035,193.5038000688478,202.22234795376679,196.25257269414357,191.014706237131,203.7296224221196,191.03802160801825,197.79476115441793,196.91589576434816,199.53088723759237
94,188.0,195.67303600393774,200.345273738366,192.8391314720818,193.49973083654479,202.15519695633563,196.29668938889677,191.05116147843296,203.62999840506254,191.04069225625778,197.71233950056882,196.94170498657957,199.55854754275938
95,190.0,195.61091929223258,200.39965527896743,192.73587701615935,193.501872491328,202.25603603418497,196.25573569206892,190.96855534225747,203.67579230302778,190.94619513074616,197.65170453022108,197.04041447946992,199.46439836620658
96,192.0,195.53395590472206,200.3455792913553,192.86748207515376,193.48833048554835,202.10277593895947,196.19587062720703,191.08777499571738,203.74294162482016,190.99864059945517,197.72758012310396,196.91203387721973,199.36079587363753
97,194.0,195.58873079552103,200.4563306981059,192.79729599510944,193.5232305424473,202.1121704993081,196.16286054570864,190.94105694882327,203.7051201869873,190.98567464918358,197.66014978580978,196.87652784588428,199.46083136317233
98,196.0,195.5716663485837,200.36529746469603,192.77594949293365,193.4812758966795,202.13810574511413,196.19241601468534,190.90819650795527,203.65159654846244,190.89813997464574,197.63831885367142,197.03101981239885,199.41219246460622
99,198.0,195.47983729069765,200.34336821164854,192.77815483829832,193.45539725085206,202.20411871809014,196.28919947194663,190.9217499861715,203.60800371776364,190.94299269010003,197.57290342213423,196.95609298076045,199.4124742021287
100,200.0,195.509595493341,200.33103039796723,192.79621063517786,193.5498202798721,202.1389003467531,196.12084264541957,190.90564477569714,203.49828126951917,190.8704878750152,197.67073297648358,196.90723211154926,199.33887593224483
101,202.0,195.44800830892035,200.38441667767822,192.77527691703145,193.42123358032586,202.19954833528925,196.04130168671367,190.91221923965122,203.4922809146651,190.9503576122438,197.59102168349347,196.80891148325006,199.3547779283272
102,204.0,195.43653102687423,200.3923304222424,192.72219951801634,193.41764090431772,202.19585607964444,196.2131636810757,190.77492745657491,203.71979071750775,190.92191714392314,197.5974856728738,196.91782569798133,199.4110977361045
103,206.0,195.3951687572807,200.24132583931794,192.67976336046522,193.3965712572298,202.14564614817104,196.03400551068214,190.77440952661374,203.66895452387635,190.8688198663406,197.63991916004608,196.86160741506168,199.34005098853822
104,208.0,195.4290865444693,200.29230200997134,192.75243174277585,193.3494536986131,202.15769655413015,196.06810685532557,190.72281157130328,203.6128768412269,190.8610269264886,197.58295578567254,196.86734579920943,199.38450998705338
105,210.0,195.33566999185973,200.26160272951375,192.68670098036318,193.44248539668678,202.18298151507736,196.0845570395378,190.71656566191942,203.59353752690683,190.94463684596073,197.532741834305,196.82492615389177,199.31122650593738
106,212.0,195.43103621342848,200.278685209235,192.7300512784627,193.41191657002895,202.07866592365448,196.05575115106274,190.6806161592879,203.66443538799905,190.89484193640897,197.6907318293451,196.80740912106535,199.35215709241564
107,214.0,195.33311443497448,200.3098884801707,192.6391245907095,193.3650246676036,202.15494645820502,196.02252691888728,190.73029020043288,203.59101564617617,190.89185511298822,197.58580613420224,196.7449278584219,199.27914913433682
108,216.0,195.35160840385157,200.21354976411044,192.6577560969108,193.30437272689144,202.13876700928333,195.97403034924048,190.79803176383774,203.5929229922112,190.91175951028478,197.63860067630026,196.72752677500708,199.29339430284656
109,218.0,195.36159788864563,200.26682171827036,192.69716715231837,193.38065249554217,202.11653431468898,195.9778911631893,190.7876710401255,203.5685636182936,190.84099552464824,197.70949458368835,196.7401361763026,199.34902391513023
110,220.0,195.25865239996213,200.22373826019583,192.70517824473924,193.229835961839,202.12997699698622,195.98139565949546,190.66423723588883,203.57422494271827,190.87558686187944,197.72992991312032,196.77024664668068,199.39752582512875
111,222.0,195.30048933275734,200.20568986135964,192.61209206082665,193.40002262396553,202.08222571549044,195.97019326509624,190.67963204356658,203.52857329230318,190.7907693665697,197.57038437877196,196.6580212714305,199.36904428959377
112,224.0,195.20435886778841,200.17949214234068,192.63606977475916,193.38232672669855,202.06300287344592,195.88770765524427,190.65426011393097,203.6472135631175,190.79370884594582,197.59138404740577,196.7593482821538,199.39084281512126
113,226.0,195.15094691429104,200.11821488881225,192.73523776740143,193.226338087105,202.09991075325823,195.92124191758654,190.5955234466857,203.5515672245091,190.80649606568386,197.6187723202077,196.73185538567202,199.26526973035428
114,228.0,195.23379115073774,200.15079057656126,192.70654276828068,193.40086395880482,202.063289836952,195.91427998910584,190.61484898964486,203.51432487167105,190.80182208685414,197.59383767658807,196.81744217007534,199.33466722779724
115,230.0,195.21353781719395,200.21802811845853,192.6671018161983,193.28089264622415,202.1570072977499,195.89337027556374,190.68539205530243,203.5523024131958,190.78563491629788,197.5329970425205,196.75004790994123,199.32158929385872
116,232.0,195.2116940630496,200.1737191246491,192.5749147845789,193.3351515862502,202.0348837382402,195.8271158147641,190.6494035180735,203.5790933262858,190.71353038252445,197.57420273935702,196.65365375090707,199.31260578571084
117,234.0,195.1392331917136,200.1349521382604,192.66626228287186,193.29140541913864,202.1082639368764,195.79621474271113,190.54002025632198,203.57037686452767,190.72928600517827,197.6200953595258,196.7074635084824,199.33314228951645
118,236.0,195.07723976201257,200.13663304360773,192.6471173696436,193.24534803612863,202.07015478065154,195.67487382624674,190.63834674725325,203.5952571908025,190.8028924194536,197.5285542800724,196.60359801875313,199.2612408622611
119,238.0,195.10335387921415,200.13542139846027,192.56154574533858,193.24898960275686,202.08530715083555,195.67993359624617,190.56165702571138,203.4795709625572,190.7207339611047,197.53027556325185,196.60991324086305,199.1864881715839
120,240.0,195.085614479333,200.08479259142473,192.55250479586724,193.2925369577,202.05682045742407,195.78559358115032,190.55585189177603,203.51844157139962,190.75232422075257,197.5498204055014,196.631661450724,199.3036332256662
121,242.0,195.21076528128174,200.09318599119206,192.58234005409656,193.22212976127983,202.0678298739701,195.8417987650355,190.59938956421806,203.60716212883307,190.77359053494058,197.57823412070547,196.63865283831512,199.345170157365
122,244.0,194.9394172239392,200.13442810252008,192.54010836508456,193.28937994008317,202.11284124845469,195.68235048829683,190.5801930726198,203.5381260412095,190.68925787000902,197.57453688254543,196.6127033523892,199.2928211344912
123,246.0,195.0612721762017,200.11125173521543,192.57092328062686,193.25311061748513,201.95868752454155,195.66626123526638,190.40967576128327,203.6206489125682,190.76205481246745,197.52366728262933,196.57505134738489,199.23864947233423
124,248.0,195.02190228306605,200.092730851824,192.5798473495058,193.27795914150937,202.07186093925387,195.72622816496704,190.4834925923874,203.56451304686937,190.69234166002025,197.50035422941698,196.59542020879758,199.2123008252337
125,250.0,194.98681618731663,200.07746485827778,192.52540273384088,193.18394032157786,202.16038566561645,195.66173570852573,190.44568443622447,203.42292596403416,190.66515325200373,197.46588313202062,196.57357419327346,199.20966454014078
126,252.0,194.9072225972041,200.09242874856452,192.54675402262657,193.23046267863816,202.04899841732524,195.6596522147928,190.44130035347604,203.52382937235566,190.64342525892766,197.4826636246516,196.55232600228223,199.24631517930547
127,254.0,194.88073883107938,200.12031853029393,192.59396648471886,193.15338557228608,202.06173921748845,195.6227464034057,190.36464436731382,203.63818623154262,190.63701990313797,197.5254391714182,196.56685167633358,199.2405339127812
128,256.0,194.9288802418935,200.02577262900886,192.475138368716,193.25433543339193,202.10357156052095,195.57030920343303,190.3756956629635,203.54451848291492,190.68987900138444,197.50400581990465,196.56000139978443,199.1882778332658
129,258.0,194.88135746469075,200.0425985269838,192.55363173328016,193.15045053921307,202.14391638309164,195.58375653691783,190.35207604848551,203.54875655322434,190.7287010275448,197.49628563832607,196.60542531639504,199.20682770189845
130,260.0,194.87846747882753,199.95822950860492,192.57551364589642,193.17761217755094,202.0872870096571,195.67043506160348,190.4360552386976,203.50195709339312,190.67070163411069,197.54881021733092,196.53956904925957,199.1914132113492
131,262.0,194.8336144703543,200.0559508646082,192.4579902600481,193.20323853364553,202.12613833067877,195.5845738601141,190.41125449910643,203.54020928190042,190.59426740824776,197.49272925590753,196.51465188624445,199.27404799529904
132,264.0,194.87084900246975,199.93952284017266,192.44953474698602,193.16061231795663,201.9975875246135,195.61862640766694,190.236107083588,203.503594640334,190.60750664871577,197.50332808809935,196.57710286655472,199.09404954688566
133,266.0,194.74174240260726,200.05251694175354,192.4842319403075,193.10842484417884,201.98287026275804,195.6001256639612,190.28556973042603,203.49064692776798,190.61543067932567,197.51454425437902,196.48154368048046,199.1734615858579
134,268.0,194.83199661257433,199.9607869744885,192.43011058763045,193.0535826248191,202.0242729469088,195.56122036391005,190.2333619577787,203.53310240752754,190.6605966753986,197.47298892214508,196.5329620489584,199.12865063409507
135,270.0,194.7574841998111,199.99909572664777,192.5974256027458,193.11267394027112,202.0182232825087,195.47917728561984,190.28893863343598,203.51646921583625,190.58990841623455,197.4639216267035,196.5424251863132,199.26102623224494
